threshold,mode,hold_hours,cost,trend_filter_abs_24h,n,win_rate,avg,median,std,sum
0.2,raw,4,0.0008,0.02,139,0.41007194244604317,-0.001221935774487529,-0.0014309244217566067,0.018588882679769023,-0.16984907265376653
0.2,raw,24,0.0004,none,291,0.5051546391752577,-0.0024849767991775074,3.1652782712843555e-05,0.0480832937550125,-0.7231282485606546
0.2,raw,24,0.0004,0.02,139,0.4460431654676259,-0.004955631785132037,-0.001833622318012251,0.044133027692890285,-0.6888328181333532
0.2,raw,24,0.0006,none,291,0.4948453608247423,-0.002684976799177534,-0.00016834721728715637,0.0480832937550125,-0.7813282485606624
0.2,raw,24,0.0006,0.02,139,0.4316546762589928,-0.005155631785132053,-0.0020336223180122508,0.044133027692890285,-0.7166328181333553
0.2,raw,24,0.0008,none,291,0.4948453608247423,-0.002884976799177538,-0.00036834721728715646,0.0480832937550125,-0.8395282485606635
0.2,raw,24,0.0008,0.02,139,0.4316546762589928,-0.005355631785132058,-0.002233622318012251,0.044133027692890285,-0.744432818133356
0.2,raw,48,0.0004,none,291,0.49140893470790376,-0.0019985951363294912,-0.0007851421322595971,0.05295777568032486,-0.581591184671882
0.2,raw,48,0.0004,0.02,139,0.4748201438848921,-0.0020559932870913983,-0.0018529211351506088,0.05092475868721196,-0.2857830669057044
0.2,raw,48,0.0006,none,291,0.4845360824742268,-0.002198595136329483,-0.000985142132259597,0.05295777568032486,-0.6397911846718796
0.2,raw,48,0.0006,0.02,139,0.4676258992805755,-0.002255993287091392,-0.0020529211351506087,0.05092475868721196,-0.3135830669057035
0.2,raw,48,0.0008,none,291,0.4845360824742268,-0.002398595136329493,-0.001185142132259597,0.05295777568032486,-0.6979911846718825
0.2,raw,48,0.0008,0.02,139,0.4676258992805755,-0.0024559932870913937,-0.0022529211351506088,0.05092475868721196,-0.34138306690570375
0.2,alternating,1,0.0004,none,174,0.5172413793103449,0.00028923760510783116,0.000284113529778263,0.009928388793357962,0.05032734328876262
0.2,alternating,1,0.0004,0.02,90,0.4666666666666667,-0.0006040086597324594,-0.00037931466684591985,0.008608254245595613,-0.05436077937592134
0.2,alternating,1,0.0006,none,174,0.5114942528735632,8.923760510782691e-05,8.411352977826306e-05,0.009928388793357964,0.015527343288761881
0.2,alternating,1,0.0006,0.02,90,0.45555555555555555,-0.0008040086597324609,-0.0005793146668459198,0.008608254245595613,-0.07236077937592147
0.2,alternating,1,0.0008,none,174,0.4942528735632184,-0.00011076239489217048,-0.00011588647022173703,0.009928388793357962,-0.019272656711237665
0.2,alternating,1,0.0008,0.02,90,0.4444444444444444,-0.0010040086597324592,-0.0007793146668459199,0.008608254245595613,-0.09036077937592132
0.2,alternating,4,0.0004,none,174,0.5172413793103449,0.001103727479760353,0.0008528687166056818,0.0201625338228439,0.19204858147830145
0.2,alternating,4,0.0004,0.02,90,0.4888888888888889,0.0010793559934228515,-0.0003217894191491651,0.019807656781628102,0.09714203940805664
0.2,alternating,4,0.0006,none,174,0.5114942528735632,0.0009037274797603549,0.0006528687166056818,0.0201625338228439,0.15724858147830176
0.2,alternating,4,0.0006,0.02,90,0.4777777777777778,0.0008793559934228529,-0.0005217894191491651,0.019807656781628102,0.07914203940805677
0.2,alternating,4,0.0008,none,174,0.5114942528735632,0.0007037274797603561,0.00045286871660568174,0.0201625338228439,0.12244858147830197
0.2,alternating,4,0.0008,0.02,90,0.4777777777777778,0.0006793559934228555,-0.0007217894191491652,0.019807656781628102,0.06114203940805699
0.2,alternating,24,0.0004,none,174,0.5057471264367817,-0.0012861192387769835,2.3115380013605583e-05,0.04926282071660837,-0.22378474754719513
0.2,alternating,24,0.0004,0.02,90,0.4777777777777778,-0.002277448749614368,-0.0011939793547427354,0.04747757880484418,-0.2049703874652931
0.2,alternating,24,0.0006,none,174,0.4885057471264368,-0.0014861192387769688,-0.00017688461998639435,0.04926282071660837,-0.2585847475471926
0.2,alternating,24,0.0006,0.02,90,0.45555555555555555,-0.0024774487496143634,-0.0013939793547427352,0.04747757880484418,-0.22297038746529269
0.2,alternating,24,0.0008,none,174,0.4885057471264368,-0.001686119238776984,-0.00037688461998639444,0.04926282071660837,-0.29338474754719523
0.2,alternating,24,0.0008,0.02,90,0.45555555555555555,-0.0026774487496143643,-0.0015939793547427353,0.04747757880484418,-0.24097038746529278
0.2,alternating,48,0.0004,none,174,0.4827586206896552,-0.002699564387481113,-0.002510447737435961,0.05454520343214327,-0.46972420342171367
0.2,alternating,48,0.0004,0.02,90,0.4888888888888889,-0.00044850360136788366,-0.001805608391958746,0.05563384871589749,-0.04036532412310953
0.2,alternating,48,0.0006,none,174,0.47701149425287354,-0.0028995643874811018,-0.0027104477374359608,0.05454520343214328,-0.5045242034217117
0.2,alternating,48,0.0006,0.02,90,0.4888888888888889,-0.0006485036013678771,-0.0020056083919587457,0.05563384871589749,-0.058365324123108936
0.2,alternating,48,0.0008,none,174,0.47701149425287354,-0.0030995643874811123,-0.002910447737435961,0.05454520343214327,-0.5393242034217135
0.2,alternating,48,0.0008,0.02,90,0.4888888888888889,-0.000848503601367877,-0.002205608391958746,0.05563384871589749,-0.07636532412310892
0.22,raw,1,0.0004,none,225,0.5111111111111111,0.0004199958324924365,0.00024453902534444827,0.009990596009576679,0.09449906231079822
0.22,raw,1,0.0004,0.02,106,0.4528301886792453,-0.0009118315292495601,-0.00037931466684591985,0.008924696447509362,-0.09665414210045337
0.22,raw,1,0.0006,none,225,0.5066666666666667,0.00021999583249243134,4.4539025344448343e-05,0.009990596009576679,0.04949906231079705
0.22,raw,1,0.0006,0.02,106,0.44339622641509435,-0.0011118315292495643,-0.0005793146668459198,0.008924696447509362,-0.11785414210045382
0.22,raw,1,0.0008,none,225,0.4888888888888889,1.9995832492434198e-05,-0.00015546097465555175,0.009990596009576677,0.004499062310797695
0.22,raw,1,0.0008,0.02,106,0.42452830188679247,-0.00131183152924956,-0.0007793146668459199,0.008924696447509362,-0.13905414210045336
0.22,raw,4,0.0004,none,225,0.5066666666666667,0.0007677859988626543,0.0003194151481122457,0.021915153596426356,0.1727518497440972
0.22,raw,4,0.0004,0.02,106,0.42452830188679247,-0.0010806541525822605,-0.0011185097775110338,0.020278860879957235,-0.11454934017371961
0.22,raw,4,0.0006,none,225,0.5066666666666667,0.000567785998862652,0.00011941514811224577,0.021915153596426356,0.1277518497440967
0.22,raw,4,0.0006,0.02,106,0.42452830188679247,-0.0012806541525822567,-0.0013185097775110337,0.020278860879957235,-0.1357493401737192
0.22,raw,4,0.0008,none,225,0.49333333333333335,0.00036778599886265435,-8.058485188775432e-05,0.021915153596426356,0.08275184974409723
0.22,raw,4,0.0008,0.02,106,0.4056603773584906,-0.0014806541525822592,-0.0015185097775110338,0.020278860879957235,-0.15694934017371948
0.22,raw,24,0.0004,none,225,0.5244444444444445,-0.0007925322568715841,0.0015155369387529042,0.04912827548840188,-0.17831975779610643
0.22,raw,24,0.0004,0.02,106,0.4056603773584906,-0.004509592626549761,-0.0040030964435698755,0.043242045701914616,-0.4780168184142746
0.22,raw,24,0.0006,none,225,0.5155555555555555,-0.0009925322568715782,0.0013155369387529044,0.04912827548840188,-0.22331975779610508
0.22,raw,24,0.0006,0.02,106,0.39622641509433965,-0.004709592626549743,-0.004203096443569875,0.043242045701914616,-0.4992168184142728
0.22,raw,24,0.0008,none,225,0.5155555555555555,-0.0011925322568715785,0.0011155369387529043,0.04912827548840188,-0.2683197577961052
0.22,raw,24,0.0008,0.02,106,0.39622641509433965,-0.004909592626549759,-0.004403096443569876,0.043242045701914616,-0.5204168184142745
0.22,raw,48,0.0004,none,225,0.49777777777777776,-0.0003778287252166221,-0.0006744593858029498,0.05423929078167144,-0.08501146317373996
0.22,raw,48,0.0004,0.02,106,0.4339622641509434,-0.0028604175762970696,-0.003120650238996314,0.049068776602852665,-0.3032042630874894
0.22,raw,48,0.0006,none,225,0.4888888888888889,-0.0005778287252166194,-0.0008744593858029498,0.05423929078167144,-0.13001146317373935
0.22,raw,48,0.0006,0.02,106,0.42452830188679247,-0.003060417576297061,-0.0033206502389963137,0.049068776602852665,-0.3244042630874885
0.22,raw,48,0.0008,none,225,0.4888888888888889,-0.0007778287252166173,-0.0010744593858029497,0.05423929078167144,-0.1750114631737389
0.22,raw,48,0.0008,0.02,106,0.42452830188679247,-0.0032604175762970663,-0.003520650238996314,0.049068776602852665,-0.34560426308748904
0.22,alternating,1,0.0004,none,137,0.49635036496350365,0.0006188564872448826,-0.00011813734910730533,0.010215498491359918,0.08478333875254891
0.22,alternating,1,0.0004,0.02,66,0.4090909090909091,-0.0007669282397579695,-0.00046315397749356857,0.007213882436734273,-0.05061726382402599
0.22,alternating,1,0.0006,none,137,0.48905109489051096,0.0004188564872448807,-0.00031813734910730526,0.010215498491359918,0.057383338752548654
0.22,alternating,1,0.0006,0.02,66,0.3939393939393939,-0.0009669282397579741,-0.0006631539774935685,0.007213882436734273,-0.06381726382402629
0.22,alternating,1,0.0008,none,137,0.4744525547445255,0.00021885648724488142,-0.0005181373491073054,0.010215498491359918,0.029983338752548754
0.22,alternating,1,0.0008,0.02,66,0.3787878787878788,-0.0011669282397579715,-0.0008631539774935686,0.007213882436734273,-0.07701726382402611
0.22,alternating,4,0.0004,none,137,0.5036496350364964,0.0012517725616218705,0.0003194151481122457,0.020371134582845247,0.17149284094219625
0.22,alternating,4,0.0004,0.02,66,0.4393939393939394,-0.0002338162362825156,-0.0009968771024162933,0.01738291309160172,-0.01543187159464603
0.22,alternating,4,0.0006,none,137,0.5036496350364964,0.0010517725616218689,0.00011941514811224577,0.020371134582845247,0.14409284094219604
0.22,alternating,4,0.0006,0.02,66,0.4393939393939394,-0.0004338162362825191,-0.0011968771024162932,0.01738291309160172,-0.028631871594646262
0.22,alternating,4,0.0008,none,137,0.49635036496350365,0.0008517725616218704,-8.058485188775432e-05,0.020371134582845247,0.11669284094219624
0.22,alternating,4,0.0008,0.02,66,0.4393939393939394,-0.000633816236282516,-0.0013968771024162933,0.01738291309160172,-0.041831871594646054
0.22,alternating,24,0.0004,none,137,0.5328467153284672,0.0015236326037071756,0.002064787860815942,0.05161164519270426,0.20873766670788307
0.22,alternating,24,0.0004,0.02,66,0.4393939393939394,-0.00026057150209536607,-0.0019154393717304872,0.04767658983763819,-0.01719771913829416
0.22,alternating,24,0.0006,none,137,0.5255474452554745,0.0013236326037071855,0.0018647878608159425,0.05161164519270426,0.18133766670788443
0.22,alternating,24,0.0006,0.02,66,0.42424242424242425,-0.00046057150209536074,-0.002115439371730487,0.04767658983763819,-0.030397719138293807
0.22,alternating,24,0.0008,none,137,0.5255474452554745,0.001123632603707184,0.0016647878608159424,0.05161164519270426,0.1539376667078842
0.22,alternating,24,0.0008,0.02,66,0.42424242424242425,-0.0006605715020953615,-0.002315439371730487,0.04767658983763819,-0.043597719138293856
0.22,alternating,48,0.0004,none,137,0.4744525547445255,-0.0017533952847015805,-0.002215100647330925,0.0565019968265152,-0.24021515400411653
0.22,alternating,48,0.0004,0.02,66,0.4090909090909091,-0.0017184056695985473,-0.004678101314948213,0.05550223239801314,-0.11341477419350413
0.22,alternating,48,0.0006,none,137,0.46715328467153283,-0.001953395284701573,-0.002415100647330925,0.0565019968265152,-0.2676151540041155
0.22,alternating,48,0.0006,0.02,66,0.4090909090909091,-0.0019184056695985448,-0.004878101314948213,0.05550223239801315,-0.12661477419350395
0.22,alternating,48,0.0008,none,137,0.46715328467153283,-0.0021533952847015737,-0.002615100647330925,0.0565019968265152,-0.2950151540041156
0.22,alternating,48,0.0008,0.02,66,0.4090909090909091,-0.002118405669598545,-0.005078101314948213,0.05550223239801314,-0.13981477419350397
