trade_no,timestamp,timestamp_kst,direction,gross_return,net_return,pnl_amount,capital_before,capital_after,exit_type,exit_timestamp,exit_timestamp_kst
123,1652680800000,2022-05-16 15:00,long,-0.023392045709052733,-0.024192045709052732,-310.5132912591417,12835.346584309185,12524.833293050044,sl,1652682300000,2022-05-16 15:25
124,1652817600000,2022-05-18 05:00,long,-0.02049582821657714,-0.021295828216577137,-266.7266982500599,12524.833293050044,12258.106594799983,sl,1652880600000,2022-05-18 22:30
125,1653296400000,2022-05-23 18:00,short,0.0352391083842557,0.0344391083842557,422.1582616040762,12258.106594799983,12680.26485640406,tp,1653333600000,2022-05-24 04:20
126,1653436800000,2022-05-25 09:00,long,-0.02376891111459789,-0.02456891111459789,-311.5403001665507,12680.26485640406,12368.724556237508,sl,1653554700000,2022-05-26 17:45
127,1653530400000,2022-05-26 11:00,short,0.030670166889219197,0.0298701668892192,369.45586670159804,12368.724556237508,12738.180422939105,tp,1653570300000,2022-05-26 22:05
128,1653638400000,2022-05-27 17:00,long,-0.021021898820220764,-0.021821898820220762,-277.97128434309406,12738.180422939105,12460.209138596012,sl,1653675900000,2022-05-28 03:25
129,1653843600000,2022-05-30 02:00,long,0.03368294803958927,0.032882948039589265,409.72840966686795,12460.209138596012,12869.93754826288,tp,1653876000000,2022-05-30 11:00
130,1654347600000,2022-06-04 22:00,short,-0.020311027412442062,-0.02111102741244206,-271.697604377795,12869.93754826288,12598.239943885084,sl,1654445400000,2022-06-06 01:10
131,1654840800000,2022-06-10 15:00,long,-0.024065135213724997,-0.024865135213724996,-313.2569396596538,12598.239943885084,12284.98300422543,sl,1654867500000,2022-06-10 22:25
132,1654970400000,2022-06-12 03:00,short,0.03236900454514324,0.03156900454514324,387.8246842974001,12284.98300422543,12672.807688522831,tp,1655001600000,2022-06-12 11:40
133,1655323200000,2022-06-16 05:00,long,0.03615632701143179,0.035356327011431786,448.06393278840017,12672.807688522831,13120.871621311231,tp,1655330700000,2022-06-16 07:05
134,1655463600000,2022-06-17 20:00,short,0.030945123759147042,0.030145123759147043,395.5302988523074,13120.871621311231,13516.401920163538,tp,1655475900000,2022-06-17 23:25
135,1655762400000,2022-06-21 07:00,long,0.03633276990145262,0.03553276990145262,480.27519932472336,13516.401920163538,13996.677119488262,tp,1655791500000,2022-06-21 15:05
136,1656064800000,2022-06-24 19:00,short,-0.020640588194332787,-0.021440588194332786,-300.09699020798786,13996.677119488262,13696.580129280273,sl,1656070800000,2022-06-24 20:40
137,1656414000000,2022-06-28 20:00,short,0.03319729708456265,0.03239729708456265,443.7321754908105,13696.580129280273,14140.312304771083,tp,1656440100000,2022-06-29 03:15
138,1656532800000,2022-06-30 05:00,short,0.03527292406461513,0.03447292406461513,487.4579123323165,14140.312304771083,14627.7702171034,tp,1656570600000,2022-06-30 15:30
139,1656637200000,2022-07-01 10:00,long,-0.023560215878244195,-0.024360215878244194,-356.3356403059897,14627.7702171034,14271.43457679741,sl,1656647400000,2022-07-01 12:50
140,1656774000000,2022-07-03 00:00,long,0.017575576795880954,0.016775576795880955,239.41154673045577,14271.43457679741,14510.846123527866,timeout,1656946800000,2022-07-05 00:00
141,1656885600000,2022-07-04 07:00,short,-0.02592061487557018,-0.02672061487557018,-387.7387307854486,14510.846123527866,14123.107392742419,sl,1656935700000,2022-07-04 20:55
142,1657011600000,2022-07-05 18:00,short,-0.020990034143452796,-0.021790034143452795,-307.7429922995079,14123.107392742419,13815.364400442912,sl,1657047600000,2022-07-06 04:00
143,1657710000000,2022-07-13 20:00,short,0.037943170001695226,0.037143170001695223,513.1464285610193,13815.364400442912,14328.510829003932,tp,1657716000000,2022-07-13 21:40
144,1657796400000,2022-07-14 20:00,long,0.03070852416692138,0.029908524166921382,428.5446124052588,14328.510829003932,14757.055441409191,tp,1657813800000,2022-07-15 00:50
145,1659106800000,2022-07-30 00:00,long,-0.009426323587720886,-0.010226323587720887,-150.91042414578766,14757.055441409191,14606.145017263403,timeout,1659279600000,2022-08-01 00:00
146,1659578400000,2022-08-04 11:00,long,-0.023372391753869404,-0.024172391753869402,-353.06545937111855,14606.145017263403,14253.079557892284,sl,1659631500000,2022-08-05 01:45
147,1659704400000,2022-08-05 22:00,short,-0.004049118893501236,-0.004849118893501236,-69.11487737475171,14253.079557892284,14183.964680517533,timeout,1659877200000,2022-08-07 22:00
148,1659891600000,2022-08-08 02:00,long,0.030628043802606753,0.029828043802606754,423.0799197851041,14183.964680517533,14607.044600302637,tp,1659943200000,2022-08-08 16:20
149,1660129200000,2022-08-10 20:00,short,-0.021031164914792733,-0.02183116491479273,-318.88879958693957,14607.044600302637,14288.155800715698,sl,1660134600000,2022-08-10 21:30
150,1660381200000,2022-08-13 18:00,short,-0.021577205618679818,-0.022377205618679816,-319.7290002643479,14288.155800715698,13968.42680045135,sl,1660462200000,2022-08-14 16:30
151,1660633200000,2022-08-16 16:00,long,-0.025589078213746008,-0.026389078213746007,-368.61390736009656,13968.42680045135,13599.812893091253,sl,1660743900000,2022-08-17 22:45
152,1660723200000,2022-08-17 17:00,short,0.031060174090150605,0.030260174090150607,411.5327057384161,13599.812893091253,14011.34559882967,tp,1660867800000,2022-08-19 09:10
153,1661068800000,2022-08-21 17:00,short,-0.003445232800310727,-0.004245232800310727,-59.48142391264106,14011.34559882967,13951.86417491703,timeout,1661241600000,2022-08-23 17:00
154,1661202000000,2022-08-23 06:00,long,0.031346937227924254,0.030546937227924256,426.18671916371574,13951.86417491703,14378.050894080745,tp,1661357100000,2022-08-25 01:05
155,1661320800000,2022-08-24 15:00,long,-0.0015457863312324793,-0.0023457863312324793,-33.72783525709954,14378.050894080745,14344.323058823646,timeout,1661493600000,2022-08-26 15:00
156,1661421600000,2022-08-25 19:00,short,0.031155034484668165,0.030355034484668166,435.4224211098125,14344.323058823646,14779.745479933457,tp,1661526000000,2022-08-27 00:00
157,1661702400000,2022-08-29 01:00,long,-0.022081460597131675,-0.022881460597131673,-338.18216383473236,14779.745479933457,14441.563316098725,sl,1661730300000,2022-08-29 08:45
158,1661886000000,2022-08-31 04:00,long,0.03103827902562495,0.03023827902562495,436.6880211184228,14441.563316098725,14878.251337217149,tp,1661913000000,2022-08-31 11:30
159,1661976000000,2022-09-01 05:00,long,-0.022839581018650246,-0.023639581018650244,-351.7156279019861,14878.251337217149,14526.535709315163,sl,1662043500000,2022-09-01 23:45
160,1662087600000,2022-09-02 12:00,short,0.01384493178382984,0.013044931783829839,189.4976673833845,14526.535709315163,14716.033376698548,timeout,1662260400000,2022-09-04 12:00
161,1662231600000,2022-09-04 04:00,short,0.00048138923867024896,-0.0003186107613297511,-4.688686597903952,14716.033376698548,14711.344690100645,timeout,1662404400000,2022-09-06 04:00
162,1662321600000,2022-09-05 05:00,long,-0.028644686616962955,-0.029444686616962954,-433.1709341141355,14711.344690100645,14278.173755986509,sl,1662483900000,2022-09-07 02:05
