trade_no,timestamp,timestamp_kst,direction,net_return,cum_net_return
252,1648087200000,2022-03-24 11:00,short,-0.023373805024086456,0.1470100937578805
253,1648666800000,2022-03-31 04:00,short,0.025191607165092857,0.17220170092297335
254,1649044800000,2022-04-04 13:00,long,0.014929607888462338,0.1871313088114357
255,1649084400000,2022-04-05 00:00,short,0.0005421687300960716,0.18767347754153177
256,1649102400000,2022-04-05 05:00,long,-0.008755929079439317,0.17891754846209246
257,1649336400000,2022-04-07 22:00,long,-0.013983359049219745,0.16493418941287272
258,1649340000000,2022-04-07 23:00,short,-0.009530825670517861,0.15540336374235486
259,1649404800000,2022-04-08 17:00,long,-0.029645416889257013,0.12575794685309785
260,1649408400000,2022-04-08 18:00,short,0.02542063661640184,0.1511785834694997
261,1649415600000,2022-04-08 20:00,long,-0.020746134585036467,0.13043244888446323
262,1649426400000,2022-04-08 23:00,short,0.028893454846727364,0.1593259037311906
263,1649430000000,2022-04-09 00:00,long,-0.03430830434648167,0.12501759938470894
264,1649437200000,2022-04-09 02:00,short,0.008096277230443061,0.133113876615152
265,1649545200000,2022-04-10 08:00,short,0.0136079370038932,0.1467218136190452
266,1649563200000,2022-04-10 13:00,long,-0.011886056773623066,0.13483575684542215
267,1649610000000,2022-04-11 02:00,short,0.06152261102650416,0.19635836787192631
268,1649617200000,2022-04-11 04:00,long,-0.0757930868351355,0.12056528103679082
269,1649620800000,2022-04-11 05:00,short,0.0736609864305168,0.19422626746730762
270,1649635200000,2022-04-11 09:00,long,-0.06483330829691233,0.12939295917039528
271,1649764800000,2022-04-12 21:00,short,0.02088725461088228,0.15028021378127757
272,1649782800000,2022-04-13 02:00,short,-0.025860538590304214,0.12441967519097336
273,1649793600000,2022-04-13 05:00,short,-0.04432774798978532,0.08009192720118805
274,1649811600000,2022-04-13 10:00,long,0.04012218658398017,0.12021411378516822
275,1649815200000,2022-04-13 11:00,short,-0.03487548550387141,0.08533862828129682
276,1649818800000,2022-04-13 12:00,long,0.030200650267283715,0.11553927854858054
277,1649826000000,2022-04-13 14:00,short,-0.029413247796705153,0.08612603075187539
278,1649858400000,2022-04-13 23:00,long,-0.005010676650812984,0.08111535410106241
279,1650034800000,2022-04-16 00:00,short,0.008471000473818458,0.08958635457488087
280,1650225600000,2022-04-18 05:00,long,0.009677566798837267,0.09926392137371814
281,1650229200000,2022-04-18 06:00,short,-0.01712693732912327,0.08213698404459488
282,1650301200000,2022-04-19 02:00,short,-0.028233191576115455,0.05390379246847943
283,1650308400000,2022-04-19 04:00,long,0.012739582957267981,0.06664337542574741
284,1650391200000,2022-04-20 03:00,short,0.009327695454012819,0.07597107087976024
285,1650477600000,2022-04-21 03:00,long,0.009873077509778084,0.08584414838953833
286,1650556800000,2022-04-22 01:00,short,0.058415291437355486,0.14425943982689382
287,1650729600000,2022-04-24 01:00,short,0.008853191320923793,0.15311263114781762
288,1650740400000,2022-04-24 04:00,long,-0.0027726570608670223,0.1503399740869506
289,1650816000000,2022-04-25 01:00,short,-0.0023860589227234544,0.14795391516422715
290,1650819600000,2022-04-25 02:00,long,-0.0020873734664086144,0.14586654169781854
291,1650834000000,2022-04-25 06:00,short,-0.016009567080275875,0.12985697461754267
292,1650859200000,2022-04-25 13:00,long,0.03622600995419036,0.16608298457173304
293,1650895200000,2022-04-25 23:00,short,-0.0063422510242924,0.15974073354744064
294,1650916800000,2022-04-26 05:00,long,-0.051478609022790646,0.10826212452465
295,1650981600000,2022-04-26 23:00,short,0.014767699124619194,0.1230298236492692
296,1651068000000,2022-04-27 23:00,short,-0.018889636151342735,0.10414018749792647
297,1651071600000,2022-04-28 00:00,long,0.02212907664023325,0.12626926413815973
298,1651082400000,2022-04-28 03:00,short,-0.031170537585862055,0.09509872655229767
299,1651158000000,2022-04-29 00:00,short,0.018827591409785318,0.113926317962083
300,1651240800000,2022-04-29 23:00,long,-0.019820464699132987,0.09410585326295001
301,1651381200000,2022-05-01 14:00,short,-0.02614658772186793,0.06795926554108209
302,1651388400000,2022-05-01 16:00,long,0.023201444726681644,0.09116071026776373
303,1651392000000,2022-05-01 17:00,short,-0.025042727116110084,0.06611798315165365
304,1651424400000,2022-05-02 02:00,long,-0.0021368862017969495,0.06398109694985671
305,1651431600000,2022-05-02 04:00,short,-0.020198839559672475,0.04378225739018424
306,1651442400000,2022-05-02 07:00,long,0.007875253049995612,0.05165751044017985
307,1651492800000,2022-05-02 21:00,short,0.001095175998245069,0.052752686438424914
308,1651503600000,2022-05-03 00:00,short,0.00920956796938246,0.06196225440780737
309,1651521600000,2022-05-03 05:00,long,-0.01758287184024374,0.04437938256756363
310,1651759200000,2022-05-05 23:00,short,0.0494556361369082,0.09383501870447183
311,1651921200000,2022-05-07 20:00,short,0.03421543370443594,0.12805045240890778
312,1651924800000,2022-05-07 21:00,long,-0.0396143603694886,0.08843609203941918
313,1652558400000,2022-05-15 05:00,short,-0.05726055030565922,0.031175541733759964
314,1652565600000,2022-05-15 07:00,long,0.02867073439448933,0.05984627612824929
315,1652572800000,2022-05-15 09:00,long,0.037861923514161865,0.09770819964241115
316,1652605200000,2022-05-15 18:00,short,0.0018525065178035768,0.09956070616021473
317,1652680800000,2022-05-16 15:00,long,0.031935701623239686,0.13149640778345442
318,1652695200000,2022-05-16 19:00,short,-0.012893194591249024,0.1186032131922054
319,1652698800000,2022-05-16 20:00,long,0.012494420119045025,0.13109763331125043
320,1652720400000,2022-05-17 02:00,long,0.010048181002724555,0.141145814313975
321,1652817600000,2022-05-18 05:00,long,-0.030735155449151817,0.11041065886482318
322,1652839200000,2022-05-18 11:00,short,0.03705269117123668,0.14746335003605987
323,1652896800000,2022-05-19 03:00,long,0.034027140300245805,0.18149049033630568
324,1653296400000,2022-05-23 18:00,short,0.03620838232467829,0.21769887266098398
325,1653436800000,2022-05-25 09:00,long,0.0049821136124531765,0.22268098627343716
326,1653462000000,2022-05-25 16:00,short,-0.0006687091925447801,0.22201227708089238
327,1653476400000,2022-05-25 20:00,long,-0.013691247315740318,0.20832102976515207
328,1653480000000,2022-05-25 21:00,short,0.019552581734471965,0.22787361149962404
329,1653494400000,2022-05-26 01:00,short,-0.002230278175547972,0.22564333332407607
330,1653508800000,2022-05-26 05:00,short,0.010313070199743169,0.23595640352381925
331,1653516000000,2022-05-26 07:00,long,-0.009203347221265123,0.22675305630255413
332,1653530400000,2022-05-26 11:00,short,0.02726543120614258,0.2540184875086967
333,1653562800000,2022-05-26 20:00,long,-0.004937320456310989,0.24908116705238573
334,1653573600000,2022-05-26 23:00,long,-0.015357929569339323,0.2337232374830464
335,1653638400000,2022-05-27 17:00,long,-0.0051751586297154924,0.22854807885333092
336,1653663600000,2022-05-28 00:00,short,-0.005581976214956574,0.22296610263837435
337,1653696000000,2022-05-28 09:00,short,-0.007784086211115903,0.21518201642725845
338,1653843600000,2022-05-30 02:00,long,0.05063208535814558,0.26581410178540404
339,1654347600000,2022-06-04 22:00,short,-0.002371819473998204,0.2634422823114058
340,1654358400000,2022-06-05 01:00,long,0.0036151298058250355,0.26705741211723083
341,1654365600000,2022-06-05 03:00,short,-0.008587384571433354,0.25847002754579745
342,1654369200000,2022-06-05 04:00,long,0.01361547283257294,0.27208550037837037
343,1654840800000,2022-06-10 15:00,long,-0.027395541374812014,0.24468995900355836
344,1654855200000,2022-06-10 19:00,short,0.03460933072895391,0.2792992897325123
345,1654970400000,2022-06-12 03:00,short,0.02344965667140744,0.3027489464039197
346,1655046000000,2022-06-13 00:00,short,0.17386822134598437,0.47661716774990404
347,1655323200000,2022-06-16 05:00,long,-0.05148531186106962,0.4251318558888344
348,1655334000000,2022-06-16 08:00,long,-0.0988623719049466,0.3262694839838878
349,1655391600000,2022-06-17 00:00,short,0.01674983042779801,0.34301931441168576
350,1655463600000,2022-06-17 20:00,short,0.0825764259280001,0.42559574033968584
